ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.,field1195
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.trusted,boolean,extended,,TRUE,Stores the trust status of the certificate chain.,field1196
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.valid,boolean,extended,,TRUE,Boolean to capture if the digital signature is verified against the binary content.,field1197
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.created,date,extended,,,File creation time.,field1198
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.ctime,date,extended,,,Last time the file attributes or metadata changed.,field1199
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.device,keyword,extended,,sda,Device that is the source of the file.,field1200
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.directory,keyword,extended,,/home/alice,Directory where the file is located.,field1201
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.drive_letter,keyword,extended,,C,Drive letter where the file is located.,field1202
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.,field1203
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.,field1204
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.,field1205
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.creation_date,date,extended,,,Build or compile date.,field1206
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.exports,flattened,extended,array,,List of exported element names and types.,field1207
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.,field1208
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.go_imports,flattened,extended,,,List of imported Go language element names and types.,field1209
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field1210
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field1211
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field1212
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).,field1213
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.class,keyword,extended,,,Header class of the ELF file.,field1214
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.data,keyword,extended,,,Data table of the ELF header.,field1215
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.,field1216
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files.",field1217
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.,field1218
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.type,keyword,extended,,,Header type of the ELF file.,field1219
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.header.version,keyword,extended,,,Version of the ELF header.,field1220
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.,field1221
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.imports,flattened,extended,array,,List of imported element names and types.,field1222
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field1223
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field1224
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections,nested,extended,array,,Section information of the ELF file.,field1225
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.,field1226
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field1227
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.flags,keyword,extended,,,ELF Section List flags.,field1228
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.name,keyword,extended,,,ELF Section List name.,field1229
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.,field1230
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.physical_size,long,extended,,,ELF Section List physical size.,field1231
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.type,keyword,extended,,,ELF Section List type.,field1232
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field1233
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.,field1234
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.,field1235
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.segments,nested,extended,array,,ELF object segment list.,field1236
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.segments.sections,keyword,extended,,,ELF object segment sections.,field1237
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.segments.type,keyword,extended,,,ELF object segment type.,field1238
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.,field1239
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.elf.telfhash,keyword,extended,,,telfhash hash for ELF file.,field1240
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.extension,keyword,extended,,png,"File extension, excluding the leading dot.",field1241
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.fork_name,keyword,extended,,Zone.Identifer,A fork is additional data associated with a filesystem object.,field1242
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.gid,keyword,extended,,1001,Primary group ID (GID) of the file.,field1243
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.group,keyword,extended,,alice,Primary group name of the file.,field1244
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.cdhash,keyword,extended,,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.,field1245
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.md5,keyword,extended,,,MD5 hash.,field1246
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.sha1,keyword,extended,,,SHA1 hash.,field1247
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.sha256,keyword,extended,,,SHA256 hash.,field1248
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.sha384,keyword,extended,,,SHA384 hash.,field1249
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.sha512,keyword,extended,,,SHA512 hash.,field1250
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.ssdeep,keyword,extended,,,SSDEEP hash.,field1251
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.hash.tlsh,keyword,extended,,,TLSH hash.,field1252
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.inode,keyword,extended,,256383,Inode representing the file in the filesystem.,field1253
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.mime_type,keyword,extended,,,"Media type of file, document, or arrangement of bytes.",field1254
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.mode,keyword,extended,,0640,Mode of the file in octal representation.,field1255
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.mtime,date,extended,,,Last time the file content was modified.,field1256
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.name,keyword,extended,,example.png,"Name of the file including the extension, without the directory.",field1257
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.origin_referrer_url,keyword,extended,,http://example.com/article1.html,The URL of the webpage that linked to the file.,field1258
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.origin_url,keyword,extended,,http://example.com/imgs/article1_img1.jpg,The URL where the file is hosted.,field1259
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.owner,keyword,extended,,alice,File owner's username.,field1260
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.path,keyword,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field1261
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.path.text,match_only_text,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field1262
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.,field1263
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time.",field1264
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time.",field1265
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.,field1266
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.,field1267
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.,field1268
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field1269
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field1270
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field1271
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.,field1272
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.,field1273
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.imports,flattened,extended,array,,List of imported element names and types.,field1274
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field1275
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field1276
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time.",field1277
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.,field1278
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time.",field1279
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections,nested,extended,array,,Section information of the PE file.,field1280
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field1281
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections.name,keyword,extended,,,PE Section List name.,field1282
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections.physical_size,long,extended,,,PE Section List physical size.,field1283
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field1284
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.,field1285
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.size,long,extended,,16384,File size in bytes.,field1286
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.target_path,keyword,extended,,,Target path for symlinks.,field1287
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.target_path.text,match_only_text,extended,,,Target path for symlinks.,field1288
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.type,keyword,extended,,file,"File type (file, dir, or symlink).",field1289
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.uid,keyword,extended,,1001,The user ID (UID) or security identifier (SID) of the file owner.,field1290
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.x509.alternative_names,keyword,extended,array,*.elastic.co,List of subject alternative names (SAN).,field1291
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.x509.issuer.common_name,keyword,extended,array,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.,field1292
